Steps,Policy/Entropy,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Environment/Episode Length,Policy/Extrinsic Reward
2010000,1.3649641,1.1649657,6.386095289007893,460.4761904761905,6.386094710833969
2020000,1.3649294,1.138924,7.235210584249887,514.1578947368421,7.235210055583401
2030000,1.3650304,1.2222664,10.802428654320206,715.0,10.802427810217653
2040000,1.3640953,1.1527965,5.829826134292449,428.7826086956522,5.829825755694638
2050000,1.3639416,1.2500203,9.162642927225013,642.9285714285714,9.1626423251416
2060000,1.3638747,1.1413023,5.437240043808706,417.84,5.4372397637367245
2070000,1.3630576,1.1826841,8.989062567859946,625.625,8.989061959204264
2080000,1.3630302,1.184808,6.847777831258201,491.05555555555554,6.847777273609406
2090000,1.3619791,1.1744014,4.685241417284926,366.2413793103448,4.685241012866127
2100000,1.361858,1.2543967,8.905785783426836,628.0714285714286,8.90578513273171
2110000,1.3617162,1.1030414,4.910379349033284,382.82758620689657,4.910379090442739
2120000,1.3618556,1.095061,6.997684262809344,511.4736842105263,6.997683861145847
2130000,1.3613402,1.2024999,9.704066736546034,664.4666666666667,9.70406623929739
2140000,1.3611333,1.2175313,6.3791000505210835,467.1,6.379099678993225
2150000,1.3614662,1.1799102,9.153125067525252,642.3125,9.153124581207521
2160000,1.3622972,1.1467683,7.365117703523377,548.0588235294117,7.365117311915931
2170000,1.3630311,1.1080962,6.042478307443873,444.2173913043478,6.042477898299694
2180000,1.3630874,1.1041168,6.296409139663658,456.8181818181818,6.587856867173243
2190000,1.3621876,1.1470014,7.21144449898404,521.1111111111111,6.841157505974958
2200000,1.3620269,1.1444004,7.654388948582993,555.3333333333334,7.654388539907005
2210000,1.3632417,1.2103567,8.943466733784105,627.2666666666667,8.943466254572074
2220000,1.3640919,1.1843563,10.676857219460155,728.8571428571429,10.676856600247058
2230000,1.3641882,1.1669022,5.552875044256022,419.7083333333333,5.552874651427071
2240000,1.3635707,1.2226325,9.031500069665656,619.3571428571429,9.031499461137823
2250000,1.3622495,1.252754,10.584642934538092,701.1428571428571,10.584642398570265
2260000,1.3610377,1.2468086,8.885705948636101,603.0588235294117,8.885705347885104
2270000,1.3608224,1.2221879,7.4098947942747095,532.3157894736842,7.409894267979421
2280000,1.3604949,1.210553,8.051500062923878,576.1111111111111,8.051499608904123
2290000,1.3604113,1.2104023,7.140444498366883,506.6666666666667,7.140444005736047
2300000,1.359924,1.1911736,7.6817369010471,554.0,7.681736421036093
2310000,1.3593636,1.2725775,9.852538536884822,682.3846153846154,9.852537827422985
2320000,1.3589461,1.2177457,10.197066743004447,710.8,10.197066060950359
2330000,1.3579476,1.2478553,8.355529474936809,589.0588235294117,8.355528984657106
2340000,1.3576922,1.2173625,6.767650054564001,490.1,6.767649552226066
2350000,1.3586613,1.1765528,7.314947425277512,515.421052631579,7.31494696673594
2360000,1.3585228,1.2330236,9.230785786565061,643.2142857142857,9.230785269290209
2370000,1.360721,1.2911897,13.822000100810934,878.4166666666666,13.821999234457811
2380000,1.3614622,1.251638,6.3147143354317885,464.0,6.314713877226625
2390000,1.3614352,1.2402025,9.409666738597055,630.9333333333333,9.409665965040524
2400000,1.3614743,1.2219318,8.141579008446762,550.0526315789474,8.141578488247958
2410000,1.3618164,1.2333322,9.542066740314477,654.5333333333333,9.542066028217475
2420000,1.3625207,1.2678677,13.80845464804125,886.2727272727273,13.808453570374034
2430000,1.362001,1.2392228,8.046500061551342,561.5,8.04649965139106
2440000,1.3614217,1.2495908,5.088250041498603,383.85714285714283,5.088249682847943
2450000,1.36099,1.2511735,7.975353001712767,556.1176470588235,7.975352504235857
2460000,1.360481,1.2544202,9.316266737133265,635.6,9.31626622552673
2470000,1.3602605,1.2542834,9.791625073630712,647.0625,9.791624508216046
2480000,1.3601155,1.2836784,10.493692386196926,693.7692307692307,10.493691789989288
2490000,1.3602082,1.2942743,9.523937573321746,638.375,9.5239368788898
2500000,1.3597317,1.2805647,8.239470651900561,562.1176470588235,8.23947009312756
2510000,1.3587967,1.2806228,6.366875050526384,447.5416666666667,6.366874609297763
2520000,1.3577358,1.2716137,7.50773690115832,511.2631578947368,7.50773643663055
2530000,1.3567355,1.2214996,8.019470650257597,551.0588235294117,8.019470267874354
2540000,1.355866,1.2047148,7.884579007244228,540.2105263157895,7.884578631896722
2550000,1.3549324,1.0783135,4.198107177661898,347.17857142857144,4.198106973565051
2560000,1.3541704,1.1908759,9.489133406205413,643.6,9.48913281460603
2570000,1.354207,1.1671594,8.059000061857255,555.1111111111111,8.058999561601215
2580000,1.3540438,1.1883093,8.700647126670981,594.7647058823529,8.70064649183084
2590000,1.3531706,1.1266954,5.980000048547729,442.1363636363636,5.979999682442709
2600000,1.3521899,1.133537,7.805722284059609,554.8888888888889,7.805721826437447
2610000,1.3510139,1.0347317,4.450037074706483,358.74074074074076,4.450036838374756
2620000,1.3506498,1.0130227,5.428791709981549,417.3333333333333,5.500173673033714
2630000,1.3507444,0.9735024,5.535047665266099,437.3809523809524,5.455590636892752
2640000,1.3502353,1.0117763,5.374480041190981,409.72,5.37447980761528
2650000,1.3496921,1.101653,9.396538531730094,662.2307692307693,9.396538144407364
2660000,1.3501424,1.1165345,11.88635723016757,794.2142857142857,11.886356631559986
