Steps,Policy/Entropy,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Environment/Episode Length,Policy/Extrinsic Reward
10000,1.0982996,1.6545796,-0.11748514488330203,96.62376237623762,-0.11748515470137838
20000,1.0951891,1.5164421,-0.10213332968497915,92.92380952380952,-0.10213332277323518
30000,1.0940937,1.3133132,-0.11332691951919024,94.50961538461539,-0.11332689591934188
40000,1.0907322,1.2211442,-0.03176041268670815,101.46875,-0.03176039889998113
50000,1.0818256,1.0318216,0.12082955031523439,112.10227272727273,0.12082956405356526
60000,1.0500418,1.0266024,0.36538272155132606,120.23456790123457,0.36538273178868824
70000,1.0182276,0.93707824,0.5732533405177916,131.0,0.5732533547282219
80000,0.9797973,0.8732209,0.661685722040212,140.38571428571427,0.661685727004494
90000,0.92752296,0.86730576,0.44158228535405536,124.39240506329114,0.4415822783602944
100000,0.91009223,0.7838597,0.5945875070116017,122.175,0.5945874986238777
110000,0.9222768,0.7209741,0.6718933408303808,128.54666666666665,0.6718933616578578
120000,0.8888022,0.7127127,0.5131704610989387,111.7159090909091,0.5131704797121611
130000,0.84268355,0.6269311,0.6797439099527987,122.7439024390244,0.6870617448455758
140000,0.8263108,0.5842542,0.5814155916223762,125.7012987012987,0.5750769161834166
150000,0.84611434,0.5406858,0.855972230512028,135.93055555555554,0.8559722156367369
160000,0.8407387,0.46369353,0.6162025390231181,125.92405063291139,0.6366667094138952
170000,0.86586255,0.45956677,0.6256486562275756,130.85135135135135,0.6042400154471398
180000,0.88607293,0.47526255,1.2177966208378705,168.28813559322035,1.2371896607480173
190000,0.9333378,0.4990837,1.22591380343636,168.08620689655172,1.2067119044141243
200000,0.97016466,0.64038783,1.1812321531573875,175.28571428571428,1.1812321497792644
210000,0.9998704,0.6710107,1.4705102157360894,200.81632653061226,1.4705102720430918
220000,0.99452364,0.69691473,1.2333396329996966,179.8679245283019,1.2333396718187153
230000,0.9905801,0.6793544,2.3096410415242783,258.8205128205128,2.3096411179912346
240000,0.9997423,0.6270387,1.9903721075347993,229.65116279069767,2.004357162153437
250000,1.007643,0.64852035,1.4418431494416961,189.7058823529412,1.4410961614205287
260000,0.98859954,0.5846299,2.4052973148048027,267.27027027027026,2.4052973657443717
270000,0.9711597,0.56853986,1.9933333486218803,234.26190476190476,1.9933333423520838
280000,1.0012208,0.59585744,1.3155926031953034,179.4814814814815,1.3155926419077095
290000,0.9877053,0.6052177,1.9069750136113726,237.475,1.90697506852448
300000,0.95481896,0.60269135,3.9857037290585815,383.3703703703704,3.797615479821196
310000,0.9652891,0.6238034,2.5070270442945026,262.7027027027027,2.674631615218363
320000,0.9858893,0.60080385,2.3305405568318895,252.45945945945945,2.3305405801212467
330000,0.9827526,0.6850301,3.0214545657844143,299.1515151515151,3.021454648086519
340000,0.9562804,0.7000896,3.15827274638595,292.54545454545456,3.158272760835561
350000,0.95296276,0.7241935,3.816931058648685,345.9655172413793,3.8169310575608035
