Steps,Policy/Entropy,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Environment/Episode Length,Policy/Extrinsic Reward
10000,1.080189,1.0301346,0.3417857195932551,115.80952380952381,0.3417857266197513
20000,1.0639565,0.81387097,0.18238889440221506,109.56666666666666,0.1823889087057776
30000,1.0399388,0.74522257,1.0082459106381036,159.0983606557377,1.0082459693438695
40000,1.0107061,0.6260143,0.7239701578397053,147.46268656716418,0.7239701400385864
50000,0.9625884,0.6334936,0.6923066744534299,131.17333333333335,0.6923066867391269
60000,0.96064687,0.6136686,1.119819681705968,160.29508196721312,1.119819673358417
70000,0.9542458,0.5399374,0.48041559147569896,128.4805194805195,0.49943420325258847
80000,0.9501888,0.47544786,0.5689583406589614,135.94444444444446,0.5510139093837805
90000,0.9120291,0.5026966,0.7127857225647728,140.55714285714285,0.6984571705971445
100000,0.9310914,0.49075994,0.7135416745651229,132.58333333333334,0.7219863445179103
110000,0.92602116,0.4816877,0.8117826165769763,144.0,0.8117826420111932
120000,0.94455343,0.34239176,0.6615571515701179,140.71428571428572,0.6615571602646794
130000,0.96292365,0.35137102,0.8330000085512769,148.46969696969697,0.8330000100488012
140000,0.99314326,0.41361216,0.9211111204598897,155.06349206349208,0.9211111404593029
150000,0.9590746,0.36613795,0.7570579792777805,143.14492753623188,0.7570579605905906
160000,0.9552052,0.35640064,0.95637500904013,153.8125,0.9563750250108569
170000,0.9528094,0.3999192,0.9679545547238156,148.83333333333334,0.9787692311864633
180000,0.96118724,0.33257174,0.9006250099682802,152.0625,0.8908461434336808
190000,0.9502676,0.33527696,1.3411698238792356,179.16981132075472,1.3411698105200283
200000,0.9375314,0.32894403,0.9593939492867017,154.0909090909091,0.959393925513282
210000,0.95292455,0.3744441,0.7210138971196203,136.72222222222223,0.7210139110684395
220000,0.98308784,0.40119696,0.9154285803614628,154.85714285714286,0.9154285643072355
230000,0.9624576,0.37413204,1.3168846264194984,182.69230769230768,1.3168846446161087
240000,0.9436083,0.32087928,1.0550625102769118,155.40625,1.0550624978495762
250000,0.94745046,0.4026139,1.8283695809836702,216.34782608695653,1.8283695915470952
260000,0.9655714,0.41724056,1.6096274645373627,190.27450980392157,1.6096274114999116
270000,0.95993215,0.37651804,1.2380689761866335,173.13793103448276,1.2555088213269125
280000,0.9379421,0.3483073,1.3757735968563038,185.0943396226415,1.354814873939311
290000,0.94810253,0.42489693,1.3321481597700364,179.94444444444446,1.3321481632689636
300000,0.958388,0.43552494,2.3137948876127408,247.82051282051282,2.313794950262094
310000,0.971088,0.39334598,1.706312513219018,206.33333333333334,1.7063125694791477
320000,0.94984835,0.4031086,1.573760012809653,198.44,1.573760020583868
330000,0.92172337,0.421847,1.0858500104378133,159.91666666666666,1.085849996904532
340000,0.92919576,0.46932358,2.9206285921856763,286.9142857142857,2.9206285966294154
350000,0.95634025,0.49217734,1.7435319287444841,210.7659574468085,1.7435319872295603
360000,0.96715504,0.52638704,2.0809762048080476,232.85714285714286,2.0809762415786586
370000,0.9574832,0.5106235,1.6313695779282842,210.52173913043478,1.6313696079280064
380000,0.93125165,0.5163531,2.4911579119139597,261.86842105263156,2.4911579226976945
390000,0.95026106,0.5354388,1.7971860601290583,221.7906976744186,1.7971861352061116
400000,0.92746073,0.519363,1.9944651300347476,234.86046511627907,1.9944651632807975
410000,0.9415548,0.59267116,2.0516666816935563,231.73809523809524,2.051666705026513
420000,0.94668376,0.6626413,3.6084000239924836,331.46666666666664,3.6084000351528327
430000,0.9305226,0.664858,2.569944462441425,271.3611111111111,2.5699444921920076
440000,0.97120947,0.67422324,2.1395609915035028,236.02439024390245,2.1395610361927893
450000,0.966128,0.69722116,1.4866274633814636,191.7450980392157,1.486627478517738
460000,0.9823677,0.66418314,2.31860001575551,253.125,2.2450512865414987
470000,0.98179936,0.63166606,1.553574480663767,205.17021276595744,1.6292708545612793
480000,0.9695186,0.63091314,2.1414500160317402,241.65,2.1414500556187703
490000,0.9380619,0.6245901,2.31379488907838,259.3333333333333,2.3137948436614795
500000,0.9454841,0.63325876,2.989468770487292,304.6875,2.989468742161989
510000,0.94390047,0.64530265,2.991000020643696,314.741935483871,2.991000009400229
520000,0.9279746,0.6395049,1.3633091016460888,179.25454545454545,1.3633091370490464
530000,0.88840073,0.61619025,1.902577791732943,215.7111111111111,1.902577774061097
540000,0.9085369,0.61944443,2.4410000168001997,251.07692307692307,2.4410000439637747
550000,0.89431894,0.6007989,1.8911956657311353,220.34782608695653,1.8484000670827097
560000,0.90571475,0.645954,3.810407431774635,358.5925925925926,3.8106428629585674
570000,0.90277016,0.63747406,2.6564857321325688,278.4,2.6564857766032217
580000,0.90472126,0.6797587,3.747892880612718,359.32142857142856,3.4568889240423837
590000,0.9152772,0.67297894,2.7037878977134824,295.45454545454544,2.965588251567062
