Steps,Policy/Entropy,Environment/Cumulative Reward,Environment/Episode Length,Policy/Extrinsic Value Estimate,Policy/Extrinsic Reward
970000,0.8214296,3.746172440772202,338.62068965517244,0.98615855,3.746172418111357
980000,0.8141716,4.135615414948775,375.8076923076923,0.9597898,4.135615300100583
990000,0.81385,2.504628590118539,271.65714285714284,0.9278711,2.5046286261507444
1000000,0.81116956,2.9124857367415515,294.2,0.90172285,2.912485649117402
1010000,0.8229313,4.565000031311065,394.36,0.8773604,4.590666683701177
1020000,0.8224864,2.947914307497974,276.14285714285717,0.85634434,2.9757221517049603
1030000,0.82848394,2.939500021169592,293.02941176470586,0.80702907,2.939500039552941
1040000,0.82636946,3.9126154117939924,358.6923076923077,0.85008377,3.912615372870977
1050000,0.817811,5.197478296872958,434.69565217391306,0.8239108,5.197478189983445
1060000,0.83713496,7.966571482014842,656.6428571428571,0.85497886,7.966571547091007
1070000,0.82947314,5.311739168595523,460.4347826086956,0.8715838,5.311739059570043
1080000,0.85216737,3.7790000272008393,336.17857142857144,0.89578944,3.7790000156632493
1090000,0.85416853,7.4217059305622515,578.1764705882352,0.91117185,7.421705911702969
1100000,0.82617605,6.974736888071914,551.3684210526316,0.9629616,6.974736755615787
1110000,0.84070003,7.421062548492046,582.4375,1.0052088,7.421062265988439
1120000,0.8440493,5.834954584996343,473.59090909090907,1.0047773,6.104761844234807
1130000,0.8133632,3.6517000273025286,323.8333333333333,0.966763,3.5393547758219706
1140000,0.842465,5.443650035542669,451.15,0.96822137,5.44364997446537
1150000,0.833187,8.45706672143812,654.9333333333333,0.9874029,8.457066628336907
1160000,0.82693857,6.03531822098673,487.0,1.0159501,6.035318178548054
1170000,0.8210577,6.061000039946521,484.1,0.9922382,6.060999998822808
1180000,0.82285416,6.912941222010619,548.1176470588235,0.99371666,6.912941162693588
1190000,0.8383783,14.206800086493605,1035.1,1.0299885,14.206799977272748
1200000,0.83954865,6.067400040000211,484.55,1.062379,6.067399999685586
1210000,0.8195329,11.013500073750038,828.75,1.0860552,11.013499929724881
1220000,0.8124344,5.180909127129284,429.8181818181818,1.0621316,5.180909059264443
1230000,0.8143321,6.838052675734568,541.0,1.0753918,6.838052517097247
1240000,0.81541395,7.039647104191211,567.3529411764706,1.0762805,7.039647061158629
1250000,0.81504095,8.743333389718707,667.2,1.0181441,8.7433332785964
1260000,0.8303352,6.941166712378617,545.6666666666666,1.0117317,6.94116664553682
1270000,0.820671,5.956800040107919,488.1,1.0054687,5.956799978390336
1280000,0.82315886,6.393315830764263,518.8421052631579,1.0599095,6.393315820905723
1290000,0.8193058,6.497944486773728,510.8333333333333,1.0549684,6.497944334935811
1300000,0.81875783,6.886750043922802,533.25,1.0333188,6.886750032752753
