Steps,Policy/Entropy,Environment/Cumulative Reward,Environment/Episode Length,Policy/Extrinsic Value Estimate,Policy/Extrinsic Reward
900000,0.85435367,1.9838709677419355,158.8548387096774,0.6584923,1.903225806451613
910000,0.8607774,2.2884615384615383,186.8846153846154,0.74378574,2.339622641509434
920000,0.869638,2.269230769230769,188.65384615384616,0.7131012,2.269230769230769
930000,0.8684415,2.215686274509804,193.4313725490196,0.67200667,2.215686274509804
940000,0.8711564,2.5,212.69565217391303,0.70187175,2.5
950000,0.8693828,2.1153846153846154,182.07692307692307,0.7109903,2.1153846153846154
960000,0.89338166,2.314814814814815,189.22222222222223,0.7252489,2.314814814814815
970000,0.87477064,2.2653061224489797,200.51020408163265,0.7273159,2.2653061224489797
980000,0.8829944,3.108108108108108,265.0,0.7697268,3.108108108108108
990000,0.9027717,1.88135593220339,164.59322033898306,0.7006276,1.88135593220339
1000000,0.89473116,2.533333333333333,220.0888888888889,0.68428904,2.533333333333333
1010000,0.90069395,1.9636363636363636,174.47272727272727,0.68132037,1.9636363636363636
1020000,0.874527,2.3,200.42,0.67282164,2.3
1030000,0.86385024,3.2162162162162162,262.94594594594594,0.73082584,3.2162162162162162
1040000,0.8824848,2.1578947368421053,175.10526315789474,0.7021877,2.142857142857143
1050000,0.8666559,3.025,245.05,0.73671573,3.024390243902439
1060000,0.8813027,2.619047619047619,231.4047619047619,0.7573225,2.619047619047619
1070000,0.8748466,2.369565217391304,197.02173913043478,0.7778298,2.369565217391304
1080000,0.8857735,2.44,214.74,0.75947106,2.4489795918367347
1090000,0.89817685,2.675675675675676,233.32432432432432,0.79711986,2.6578947368421053
1100000,0.88440585,2.8636363636363638,240.11363636363637,0.8099096,2.8636363636363638
1110000,0.8769109,2.6808510638297873,214.7659574468085,0.8065483,2.6808510638297873
1120000,0.89196527,2.306122448979592,193.3877551020408,0.83428305,2.306122448979592
1130000,0.8945542,2.8636363636363638,227.5681818181818,0.81771505,2.8636363636363638
1140000,0.8923734,2.7333333333333334,221.35555555555555,0.81965846,2.7333333333333334
1150000,0.87525403,2.7804878048780486,226.34146341463415,0.84576195,2.7804878048780486
1160000,0.88726175,2.782608695652174,228.0,0.8204537,2.782608695652174
1170000,0.8873869,2.738095238095238,231.64285714285714,0.7726771,2.738095238095238
1180000,0.89853376,2.4347826086956523,207.45652173913044,0.77139354,2.4347826086956523
1190000,0.9007264,3.774193548387097,325.3225806451613,0.8115981,3.774193548387097
1200000,0.91524327,2.0555555555555554,182.22222222222223,0.791119,2.0555555555555554
1210000,0.91376305,2.16,191.52,0.7726477,2.16
1220000,0.9249846,2.6222222222222222,225.13333333333333,0.7316954,2.6222222222222222
1230000,0.93711704,2.4347826086956523,213.7173913043478,0.7223569,2.4347826086956523
1240000,0.9251615,2.7,243.325,0.71797884,2.7
1250000,0.91376686,2.8,243.925,0.6743061,2.8
1260000,0.9100069,2.875,250.45,0.7217233,2.875
1270000,0.9050631,2.973684210526316,245.3684210526316,0.7555991,2.973684210526316
1280000,0.8698944,2.595744680851064,219.4255319148936,0.7364724,2.595744680851064
1290000,0.89250046,2.558139534883721,215.8372093023256,0.7361134,2.558139534883721
1300000,0.883417,2.7333333333333334,230.0,0.730782,2.7333333333333334
1310000,0.9154003,3.1944444444444446,273.1388888888889,0.7341263,3.1944444444444446
1320000,0.893982,2.6666666666666665,233.1904761904762,0.73664194,2.6666666666666665
1330000,0.90250635,2.707317073170732,234.3170731707317,0.7359077,2.707317073170732
1340000,0.8989822,2.5555555555555554,218.11111111111111,0.7440596,2.5555555555555554
1350000,0.90057796,3.606060606060606,303.6666666666667,0.744277,3.606060606060606
1360000,0.89333916,3.027027027027027,263.94594594594594,0.7541173,3.027027027027027
1370000,0.9316371,3.515151515151515,300.0,0.7851283,3.515151515151515
1380000,0.922758,2.5681818181818183,221.1818181818182,0.7530221,2.5681818181818183
1390000,0.91386515,3.4545454545454546,301.75757575757575,0.7515485,3.4545454545454546
1400000,0.9176552,2.7435897435897436,240.02564102564102,0.7721833,2.7435897435897436
1410000,0.9166794,2.9285714285714284,239.1904761904762,0.7819725,2.9285714285714284
1420000,0.92253214,2.7209302325581395,232.93023255813952,0.77148706,2.7209302325581395
1430000,0.9323297,3.108108108108108,260.18918918918916,0.7824966,3.108108108108108
1440000,0.950299,3.4242424242424243,301.54545454545456,0.79651904,3.4242424242424243
1450000,0.9338566,3.515151515151515,296.2121212121212,0.8342522,3.515151515151515
1460000,0.9340118,3.2285714285714286,273.37142857142857,0.8032931,3.2285714285714286
1470000,0.9218823,3.9,337.3,0.842071,3.9
1480000,0.9351246,3.2,285.1142857142857,0.8089297,3.176470588235294
1490000,0.9360084,3.5517241379310347,309.82758620689657,0.8450487,3.566666666666667
1500000,0.941497,3.361111111111111,289.4166666666667,0.80062675,3.361111111111111
1510000,0.92810315,4.107142857142857,357.57142857142856,0.8483017,4.107142857142857
1520000,0.91865116,3.5172413793103448,322.9655172413793,0.8688021,3.5172413793103448
1530000,0.9368645,3.7419354838709675,333.741935483871,0.8937114,3.433333333333333
1540000,0.9379106,3.34375,305.25,0.844324,3.6363636363636362
1550000,0.9480746,3.1470588235294117,287.55882352941177,0.83279675,3.1470588235294117
1560000,0.94128126,3.3,306.2,0.8446991,3.3
1570000,0.9290325,4.37037037037037,384.44444444444446,0.8187997,4.37037037037037
1580000,0.92433316,4.230769230769231,367.88461538461536,0.8153888,4.230769230769231
1590000,0.9362619,3.966666666666667,343.26666666666665,0.8407291,3.793103448275862
1600000,0.93943965,4.16,380.08,0.8302149,4.346153846153846
1610000,0.9404291,5.136363636363637,460.95454545454544,0.85125667,5.136363636363637
1620000,0.94419175,4.458333333333333,387.5,0.8831134,4.458333333333333
1630000,0.94471,6.0,534.8947368421053,0.87441516,6.0
1640000,0.9346717,4.269230769230769,383.6923076923077,0.8829937,4.269230769230769
1650000,0.93597573,4.545454545454546,391.04545454545456,0.86560977,4.545454545454546
1660000,0.938244,5.043478260869565,454.2608695652174,0.8507352,5.043478260869565
1670000,0.9557284,4.185185185185185,378.22222222222223,0.8412966,4.185185185185185
1680000,0.94815004,4.222222222222222,373.25925925925924,0.8434028,4.222222222222222
1690000,0.944515,2.8378378378378377,255.24324324324326,0.8399622,2.8378378378378377
1700000,0.9371545,4.153846153846154,371.2692307692308,0.81349,4.153846153846154
1710000,0.94130766,3.933333333333333,346.8,0.83126324,3.933333333333333
1720000,0.9250295,3.5,305.65625,0.82187253,3.5
1730000,0.93889993,3.6551724137931036,330.3103448275862,0.8388033,3.6551724137931036
1740000,0.9280788,4.3076923076923075,375.1923076923077,0.78848463,4.3076923076923075
1750000,0.921318,5.142857142857143,455.57142857142856,0.8269523,5.142857142857143
1760000,0.9527008,4.791666666666667,429.75,0.82253295,4.791666666666667
1770000,0.94351375,3.6,330.93333333333334,0.79206705,3.6
1780000,0.9426053,3.0,272.6111111111111,0.78561103,3.0
1790000,0.9327684,5.6,494.35,0.8135411,5.6
1800000,0.92974865,3.34375,285.53125,0.7730311,3.34375
1810000,0.9401933,3.966666666666667,340.3333333333333,0.80453086,3.966666666666667
1820000,0.94106865,4.791666666666667,414.2083333333333,0.84392244,4.791666666666667
1830000,0.9345562,3.3,306.7,0.8334397,3.3
1840000,0.93414766,5.85,510.6,0.8509069,5.85
1850000,0.9415102,6.157894736842105,542.6315789473684,0.88812107,6.157894736842105
1860000,0.9319158,4.0,357.5925925925926,0.8687811,4.0
1870000,0.93464845,3.896551724137931,345.6551724137931,0.87088335,3.896551724137931
1880000,0.9451866,5.136363636363637,446.3181818181818,0.8946452,5.136363636363637
1890000,0.9244719,3.962962962962963,362.48148148148147,0.8848473,3.962962962962963
1900000,0.94409955,5.190476190476191,452.6666666666667,0.8836677,5.190476190476191
1910000,0.9224794,3.8214285714285716,346.89285714285717,0.87521505,3.8214285714285716
1920000,0.9332785,4.185185185185185,380.3333333333333,0.8878477,4.185185185185185
1930000,0.937818,4.695652173913044,432.17391304347825,0.8698518,4.590909090909091
1940000,0.9384735,3.6206896551724137,337.2068965517241,0.84383965,3.7333333333333334
1950000,0.9338453,2.7435897435897436,252.82051282051282,0.81543005,2.789473684210526
1960000,0.9345974,3.433333333333333,317.3333333333333,0.7846916,3.3548387096774195
1970000,0.9516219,3.4516129032258065,323.2903225806452,0.7998212,3.4516129032258065
1980000,0.9361161,3.892857142857143,353.17857142857144,0.7968297,3.892857142857143
1990000,0.94036114,4.32,382.72,0.82152927,4.32
2000000,0.93834925,4.153846153846154,368.9230769230769,0.8064252,4.153846153846154
