Steps,Policy/Entropy,Environment/Cumulative Reward,Environment/Episode Length,Policy/Extrinsic Value Estimate,Policy/Extrinsic Reward
1040000,0.9370061,4.004000020055922,289.9117647058824,1.1032276,4.004000071768293
1050000,0.9158744,4.467344849651423,330.0344827586207,1.0701979,4.4673449017533
1060000,0.9166957,5.227269257329261,369.1923076923077,1.0554599,5.22726922516729
1070000,0.9077518,8.239000042688156,599.8823529411765,1.0862947,8.238999983419061
1080000,0.90970534,5.073629656254694,363.51851851851853,1.0785921,5.073629628142549
1090000,0.8961541,5.39652002658695,390.64,1.0441962,5.396520109623671
1100000,0.8880849,5.57860002730973,396.76,1.0412405,5.578600037409924
1110000,0.90297145,7.262823566787548,545.9411764705883,1.0956794,7.262823665405021
1120000,0.90924126,6.567818215238566,480.6818181818182,1.0913804,6.5678183119426565
1130000,0.8932992,4.902629653677447,365.77777777777777,1.1369983,5.008115444601012
1140000,0.8892673,5.219520025309175,387.68,1.0965995,5.101846276030231
1150000,0.8932379,3.8824117833419756,291.05882352941177,1.067132,3.8824117725358946
1160000,0.90500367,3.2506410408621798,247.56410256410257,1.0478835,3.2506410611721757
1170000,0.90083456,4.8728571657141275,356.14285714285717,1.0952557,4.872857214737451
1180000,0.89729047,3.6439143027178944,279.25714285714287,1.0375503,3.643914331063362
1190000,0.8601039,5.208920025667176,386.2,1.0813736,5.20892006708309
1200000,0.8833612,5.706666693848092,416.4166666666667,1.0613254,5.7066666978450185
1210000,0.87405926,4.844000023794181,354.5,1.0413105,4.84400007230355
1220000,0.8377466,7.33205266809091,527.1052631578947,1.0724598,7.332052658863463
1230000,0.8542675,7.591315826652327,532.0,1.107129,7.591315782187801
1240000,0.8607316,5.862047648622787,425.1904761904762,1.0899333,5.862047651538714
1250000,0.86109436,5.359357168419852,379.14285714285717,1.0907874,5.3593571113513985
1260000,0.8476968,5.434230796388315,389.0769230769231,1.1126395,5.434230925922748
1270000,0.87025774,8.215625038246799,592.1875,1.1234916,8.215625131349952
1280000,0.8714391,4.94000002375321,360.51851851851853,1.1106175,4.940000096443799
1290000,0.88321954,4.858000023997322,351.5,1.08402,4.858000023889223
1300000,0.87115335,4.872321453947474,357.82142857142856,1.0991603,4.872321513256923
1310000,0.89514333,6.114782638554259,425.7391304347826,1.0971882,6.114782660602309
1320000,0.89791805,6.549095271487853,474.6190476190476,1.0579828,6.549095389965389
1330000,0.88928425,5.672250028757844,414.4166666666667,1.0682977,5.672250066990576
1340000,0.8739588,5.509769257256546,384.5769230769231,1.0607738,5.509769290614013
1350000,0.8830365,6.265750031673815,453.75,1.0679225,6.265750084473984
