Steps,Policy/Extrinsic Value Estimate,Policy/Entropy,Environment/Cumulative Reward,Environment/Episode Length,Policy/Extrinsic Reward
4149000,1.3049713,0.8406733,21.23400010901969,1476.0,21.234000027179718
4150000,1.297697,0.8625034,None,None,None
4151000,1.2920543,0.8807277,22.20000010705553,1476.0,22.200001008808613
4152000,1.277322,0.87528497,22.251000115647912,1476.0,22.25100040063262
4153000,1.309511,0.87147063,None,None,None
4154000,1.3116903,0.85992014,16.393000094336458,1165.0,16.39299987256527
4155000,1.3307775,0.84395385,21.19400011259131,1475.0,21.194000363349915
4156000,1.2937996,0.8822813,None,None,None
4157000,1.3175771,0.8277453,22.21900011668913,1476.0,22.219000712037086
4158000,1.3237071,0.9139778,18.74900011275895,1328.0,18.74899996817112
4159000,1.3030914,0.83222216,22.138000113423914,1460.0,22.13800024613738
4160000,1.3120592,0.90120405,None,None,None
4161000,1.3199568,0.86628497,21.22300010616891,1476.0,21.22300051152706
4162000,1.2796706,0.89835066,11.255000062345061,781.5,11.254999838769436
4163000,1.2988584,0.86066425,None,None,None
4164000,1.2921937,0.8885174,21.1940001193434,1470.0,21.193999156355858
4165000,1.3391328,0.8927478,21.240000107092783,1476.0,21.240000128746033
4166000,1.3209825,0.8706536,None,None,None
4167000,1.3139424,0.9156171,22.270000126678497,1476.0,22.269999377429485
4168000,1.2907872,0.9142579,22.29700011096429,1476.0,22.297000385820866
4169000,1.2982321,0.87794614,None,None,None
4170000,1.2922387,0.87441826,11.39350006886525,857.5,11.393500089645386
4171000,1.3049453,0.8755866,None,None,None
4172000,1.2841394,0.85773146,21.141000113100745,1466.0,21.140999283641577
4173000,1.3229086,0.86313885,21.046000101719983,1476.0,21.045999944210052
4174000,1.2848773,0.83478546,None,None,None
4175000,1.3377168,0.8674479,21.077000115532428,1476.0,21.07700004428625
4176000,1.318646,0.87516403,22.198000115924515,1476.0,22.198000323027372
4177000,1.2363176,0.7972776,7.575000046403147,636.0,7.5749999433755875
4178000,1.2894785,0.880715,22.18900011840742,1463.0,22.188999515026808
4179000,1.3010979,0.87979734,None,None,None
4180000,1.2967025,0.913836,21.24800011422485,1476.0,21.248000115156174
4181000,1.335493,0.92080206,22.281000117538497,1476.0,22.281000062823296
4182000,1.2947209,0.86681163,None,None,None
4183000,1.3135393,0.8763039,22.060000116121955,1476.0,22.059999972581863
4184000,1.3568913,0.8376905,22.14900011313148,1476.0,22.14900016784668
4185000,1.30461,0.8640982,None,None,None
4186000,1.3167204,0.8537205,22.32100012002047,1476.0,22.32100012898445
4187000,1.3252338,0.7929481,21.126000110409223,1476.0,21.126000180840492
4188000,1.3483931,0.81150216,None,None,None
4189000,1.3137405,0.8877291,20.97900011378806,1476.0,20.979000329971313
4190000,1.2853476,0.88668746,22.304000124218874,1476.0,22.303998969495296
4191000,1.3013184,0.8832877,2.7870000216644257,302.0,2.786999896168709
4192000,1.3231152,0.834718,11.245500061486382,783.5,11.24550005979836
4193000,1.312283,0.8956083,None,None,None
4194000,1.294821,0.9505595,22.257000124431215,1459.0,22.257000224664807
4195000,1.3307824,0.8453528,22.23000011953991,1476.0,22.229999642819166
4196000,1.2959827,0.86025405,None,None,None
4197000,1.3096799,0.813342,11.107500063139014,776.5,11.10750039294362
4198000,1.3435385,0.7842155,20.97100011596922,1464.0,20.970999635756016
4199000,1.3396266,0.79953337,None,None,None
4200000,1.3128587,0.91013354,21.099000111571513,1476.0,21.09900039434433
4201000,1.3428714,0.8281659,22.011000116472133,1476.0,22.011000283062458
4202000,1.3010377,0.85932577,None,None,None
4203000,1.2946303,0.89539415,21.168000126141123,1476.0,21.16800005733967
4204000,1.331595,0.8501028,21.193000113940798,1476.0,21.193000309169292
4205000,1.3042201,0.9288748,None,None,None
4206000,1.2907692,0.8357237,15.630000081378967,1086.0,15.630000218749046
4207000,1.2768103,0.8622891,2.6840000186736384,253.33333333333334,2.6840000599622726
4208000,1.3098079,0.85284746,None,None,None
4209000,1.3349285,0.8691135,21.122000115108676,1460.0,21.122000109404325
4210000,1.3133078,0.8410224,21.097000120440498,1476.0,21.096999794244766
4211000,1.2928776,0.93045276,None,None,None
4212000,1.3304449,0.80289304,10.651500061969273,779.5,10.651500061154366
4213000,1.2912784,0.8328135,21.233000113046728,1475.0,21.233000196516514
4214000,1.3138506,0.8736037,None,None,None
4215000,1.3345904,0.81975275,21.321000112919137,1476.0,21.320999324321747
4216000,1.3465729,0.855938,20.00000011594966,1443.0,19.99999964237213
4217000,1.3051479,0.82652503,None,None,None
4218000,1.2771959,0.86810625,22.002000114764087,1460.0,22.001999765634537
4219000,1.3083633,0.8859863,16.212000091327354,1187.0,16.212000221014023
4220000,1.299773,0.9086455,22.143000117037445,1470.0,22.143000409007072
4221000,1.3159686,0.8767228,None,None,None
4222000,1.340233,0.8124821,21.140000109444372,1476.0,21.140000224113464
4223000,1.3110268,0.88568974,20.995000110240653,1476.0,20.995000027120113
4224000,1.3033508,0.92748386,None,None,None
4225000,1.336459,0.8007548,22.33800012152642,1476.0,22.337999902665615
4226000,1.2652645,0.8950917,17.65600009507034,1287.0,17.655999794602394
4227000,1.3147209,0.9018402,None,None,None
4228000,1.2675571,0.8920533,22.272000118740834,1468.0,22.271999925374985
4229000,1.3397442,0.7935706,22.014000110095367,1476.0,22.01399974524975
4230000,1.3132298,0.89239717,None,None,None
4231000,1.3091755,0.87366647,22.192000107606873,1476.0,22.19200064241886
4232000,1.3285143,0.8714279,22.073000113945454,1476.0,22.07300065457821
4233000,1.3371189,0.830039,None,None,None
4234000,1.276412,0.8677991,21.073000109870918,1476.0,21.072999827563763
4235000,1.3221133,0.85284674,21.124000107869506,1476.0,21.12400061264634
4236000,1.316435,0.8368007,None,None,None
4237000,1.3527234,0.8675109,21.134000109159388,1476.0,21.133999601006508
4238000,1.2849909,0.8241558,22.29700012668036,1476.0,22.29700008034706
4239000,1.2849064,0.8417176,3.978000033646822,407.0,3.9780000746250153
4240000,1.3258197,0.84926933,22.169000118854456,1462.0,22.169000547379255
4241000,1.3190514,0.82660013,None,None,None
4242000,1.3185073,0.9297202,11.793000065954402,833.5,11.793000094592571
4243000,1.3250247,0.8352807,21.02000010444317,1464.0,21.020000733435154
4244000,1.3256068,0.9237217,None,None,None
4245000,1.311285,0.8713263,22.219000119133852,1476.0,22.219000071287155
4246000,1.2718214,0.8474233,22.245000122929923,1476.0,22.24500036239624
4247000,1.3183515,0.8996721,None,None,None
4248000,1.3047578,0.8828661,22.250000127707608,1476.0,22.249999701976776
4249000,1.3219914,0.8001672,21.199000108754262,1476.0,21.198999486863613
4250000,1.3327792,0.84797055,None,None,None
4251000,1.3326741,0.88216263,21.16800011403393,1476.0,21.16800009459257
4252000,1.3374162,0.8841409,15.089000090374611,1110.0,15.088999852538109
4253000,1.3170314,0.8603845,21.150000110385008,1465.0,21.150000659748912
4254000,1.313957,0.8219173,None,None,None
4255000,1.2926061,0.80983615,21.051000115228817,1476.0,21.051000081002712
4256000,1.3276943,0.91189027,22.063000119640492,1476.0,22.062999814748764
4257000,1.3197242,0.8918617,None,None,None
4258000,1.335114,0.8771042,21.101000113412738,1476.0,21.10100021958351
4259000,1.3104197,0.8715997,22.052000114461407,1476.0,22.0520006865263
4260000,1.3060838,0.863428,None,None,None
4261000,1.2876904,0.8126162,11.116000059060752,788.5,11.116000022739172
4262000,1.3464983,0.8039609,None,None,None
4263000,1.3337021,0.8924703,21.00900012033526,1473.0,21.009000085294247
4264000,1.3470141,0.86883986,22.189000109327026,1476.0,22.18900056183338
4265000,1.3254726,0.8985014,None,None,None
4266000,1.2791474,0.8812676,15.695000085514039,1107.5,15.695000180974603
4267000,1.3256037,0.8796319,None,None,None
4268000,1.3335056,0.8367713,21.25000011420343,1475.0,21.250000290572643
4269000,1.3264204,0.87560815,21.10700011521112,1476.0,21.107000082731247
4270000,1.3131812,0.8657272,None,None,None
4271000,1.3345075,0.89443564,22.0760001122253,1476.0,22.076000288128853
4272000,1.325857,0.8394153,11.676500059780665,794.5,11.676499973982573
4273000,1.3142794,0.83020425,None,None,None
4274000,1.3116106,0.8591436,22.182000119239092,1461.0,22.18199942819774
4275000,1.3273441,0.785741,22.1610001148656,1476.0,22.16100025177002
4276000,1.330693,0.8721563,None,None,None
4277000,1.3136654,0.82786334,13.619000079517718,981.5,13.619000259786844
4278000,1.292256,0.89251816,None,None,None
4279000,1.2983764,0.83472544,10.599000062851701,767.5,10.599000040441751
4280000,1.3120807,0.8863939,22.162000118405558,1470.0,22.161999762058258
4281000,1.3259001,0.9154773,None,None,None
4282000,1.3074816,0.9198309,22.233000111649744,1476.0,22.23300028592348
4283000,1.3748062,0.79955375,22.11100010725204,1476.0,22.110999554395676
4284000,1.3008871,0.86351955,None,None,None
4285000,1.2945625,0.79662263,7.527333378908224,549.0,7.527333212395509
4286000,1.3208368,0.89212996,10.129000058979727,770.0,10.129000388085842
4287000,1.3050987,0.8836541,22.21100012003444,1468.0,22.210999362170696
4288000,1.3054658,0.8524134,None,None,None
4289000,1.2785459,0.834179,11.141500056895893,776.0,11.14149970933795
4290000,1.3486032,0.9031946,22.046000119298697,1464.0,22.04600001871586
4291000,1.307115,0.864895,None,None,None
4292000,1.3028512,0.89657843,21.259000119986013,1476.0,21.259000308811665
4293000,1.3276746,0.89488083,22.28800011705607,1476.0,22.28799955546856
4294000,1.3068926,0.8790588,None,None,None
4295000,1.3244342,0.8542593,22.19800012104679,1476.0,22.19799955189228
4296000,1.3064418,0.8689017,10.722500065050554,769.0,21.26300000399351
4297000,1.3316005,0.82500666,None,None,0.18199992179870605
4298000,1.2899351,0.85935616,14.009000082151033,1083.0,14.009000152349472
4299000,1.3233497,0.86152655,21.10200012475252,1462.0,21.102000296115875
4300000,1.3110054,0.88121265,None,None,None
4301000,1.3179288,0.8735954,22.37200011475943,1476.0,22.37199918180704
4302000,1.3165395,0.8761623,12.289000066346489,846.0,12.288999903947115
4303000,1.2937993,0.92983145,None,None,None
4304000,1.3430132,0.88003755,22.38600012869574,1473.0,22.386000588536263
4305000,1.320854,0.82079285,22.28300011868123,1476.0,22.282999590039253
4306000,1.3070619,0.8279789,None,None,None
4307000,1.3008108,0.9226975,21.04600011103321,1476.0,21.0460002720356
4308000,1.298237,0.81321895,10.628000057535246,771.0,10.628000162541866
4309000,1.3222158,0.89667165,None,None,None
4310000,1.3183308,0.8489873,22.27600011881441,1475.0,22.2759992480278
4311000,1.3440393,0.8526171,17.67300009750761,1307.0,17.67299995571375
4312000,1.3429165,0.9093689,None,None,None
4313000,1.3021336,0.86348486,21.16900010756217,1464.0,21.169000402092934
4314000,1.2968098,0.8515691,21.205000109854154,1476.0,21.2050001360476
4315000,1.3172786,0.86836994,None,None,None
