Steps,Policy/Entropy,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Environment/Episode Length,Policy/Extrinsic Reward
4001000,0.6968115,1.2306378,0.12350000394508243,92.0,0.12350016832351685
4002000,0.7082043,1.2738417,10.149000051431358,811.0,10.148999981582165
4003000,0.73184174,1.2710586,12.704000074765645,977.0,12.704000040888786
4004000,0.6866325,1.2548589,7.455000044777989,629.0,7.455000191926956
4005000,0.75576514,1.27035,22.17500010866206,1474.0,None
4006000,0.7675068,1.2688572,None,None,22.17500089108944
4007000,0.7810167,1.2541876,21.28700011386536,1476.0,21.287000074982643
4008000,0.6403189,1.2423178,15.06100008240901,1115.0,15.06100033223629
4009000,0.71709377,1.3031586,None,None,None
4010000,0.7207327,1.2761188,10.499000054143835,774.5,10.498999893665314
4011000,0.78164023,1.2151173,21.2350001122104,1468.0,21.235000796616077
4012000,0.77113634,1.247761,None,None,None
4013000,0.7286892,1.2314032,21.199000097694807,1476.0,21.199000269174576
4014000,0.77422553,1.2500455,10.129500054055825,771.0,10.129499685019255
4015000,0.67660695,1.2561624,None,None,None
4016000,0.69261986,1.2235388,10.59750005992828,784.5,10.59750016219914
4017000,0.73807687,1.2235518,22.181000106967986,1463.0,22.181000649929047
4018000,0.72724193,1.2579793,None,None,None
4019000,0.7826333,1.2493844,21.097000109031796,1476.0,21.09700036048889
4020000,0.72276884,1.2355957,21.19300011068117,1476.0,21.19300003349781
4021000,0.7675984,1.25909,None,None,None
4022000,0.7580296,1.2446382,21.248000111314468,1476.0,21.24800082296133
4023000,0.7217446,1.2621547,21.155000109341927,1476.0,21.15500035881996
4024000,0.7656846,1.2277932,None,None,None
4025000,0.704665,1.2809916,21.170000102487393,1476.0,21.17000064253807
4026000,0.7608632,1.254607,21.16100010217633,1476.0,21.161000549793243
4027000,0.7229651,1.2658854,None,None,None
4028000,0.75730944,1.248826,21.150000115507282,1476.0,21.1500004529953
4029000,0.7827309,1.2009946,12.654000073554926,946.0,12.653999850153923
4030000,0.6989858,1.2106664,21.074000103981234,1464.0,21.074000757187605
4031000,0.71415246,1.245716,None,None,None
4032000,0.6942562,1.2425572,21.204000114579685,1476.0,21.203999906778336
4033000,0.7237897,1.281615,21.088000117917545,1476.0,21.087999939918518
4034000,0.74641514,1.244418,None,None,None
4035000,0.6252094,1.2210852,8.783666713861749,673.6666666666666,8.783666748553514
4036000,0.7558535,1.2698541,None,None,None
4037000,0.672947,1.2607867,21.12600011168979,1471.0,21.12600014731288
4038000,0.79767513,1.262257,10.666000057302881,779.0,10.666000228375196
4039000,0.76585937,1.2680757,None,None,None
4040000,0.6787534,1.2639422,22.12400011497084,1459.0,22.124000146985054
4041000,0.7477717,1.2637837,21.239000115077943,1476.0,21.23899944126606
4042000,0.7204949,1.2678901,None,None,None
4043000,0.6520806,1.2300224,21.08000011520926,1476.0,21.07999974489212
4044000,0.7444589,1.2549511,21.148000117158517,1476.0,21.14800025522709
4045000,0.6966316,1.2514145,0.19000000646337867,67.0,0.1899997591972351
4046000,0.7254992,1.2391386,21.024000115459785,1474.0,21.023999825119972
4047000,0.762346,1.2411194,11.121000057435594,797.0,11.120999932289124
4048000,0.8123723,1.2424508,21.200000104960054,1466.0,21.20000034943223
4049000,0.64931375,1.2469957,7.573000046773814,616.0,7.573000177741051
4050000,0.6905892,1.2662379,21.061000112560578,1466.0,21.060999915003777
4051000,0.747326,1.2436434,None,None,None
4052000,0.7728725,1.2635136,21.21500011277385,1476.0,21.214999809861183
4053000,0.7270873,1.2748632,21.22200011194218,1476.0,21.222000375390053
4054000,0.76640123,1.2238357,None,None,None
4055000,0.74450296,1.2698555,22.117000107769854,1476.0,22.117000058293343
4056000,0.78555,1.2577978,21.253000108757988,1476.0,21.25300022214651
4057000,0.66531825,1.2457606,None,None,None
4058000,0.7572385,1.2520363,16.56000010285061,1308.0,16.56000028550625
4059000,0.70513284,1.2670279,10.633500055060722,773.0,10.633500088006258
4060000,0.7674322,1.233141,None,None,None
4061000,0.7291565,1.2584783,10.580000056012068,772.0,10.580000013113022
4062000,0.65524876,1.294553,16.405000096885487,1219.0,16.404999509453773
4063000,0.7661109,1.2604281,None,None,None
4064000,0.79756033,1.2368803,21.074000105261803,1466.0,21.074000369757414
4065000,0.6897741,1.2699534,22.159000115585513,1476.0,22.159000366926193
4066000,0.6754833,1.2859457,None,None,None
4067000,0.72970515,1.2317216,18.5420001038583,1411.0,18.542000234127045
4068000,0.75335526,1.2652277,21.152000107686035,1459.0,21.15200026333332
4069000,0.7971436,1.2675208,None,None,None
4070000,0.79747826,1.2633259,21.16700011084322,1476.0,21.16700042039156
4071000,0.733276,1.2625647,22.299000093364157,1476.0,22.29900063574314
4072000,0.6323775,1.2442236,8.928000057931058,710.0,8.927999943494797
4073000,0.67211187,1.2425759,19.965000125579536,1471.0,19.964999590069056
4074000,0.73641837,1.2805686,None,None,None
4075000,0.646918,1.2771242,21.166000107419677,1476.0,21.166000366210938
4076000,0.7616825,1.2404733,10.62500005721813,769.5,10.625000167638063
4077000,0.7380099,1.2559459,None,None,None
4078000,0.70485765,1.211495,11.952000067278277,890.5,11.951999827288091
4079000,0.6916864,1.283555,None,None,None
4080000,0.6964847,1.3126149,19.84600011142902,1466.0,19.846000749617815
4081000,0.7236495,1.2416894,21.271000123000704,1476.0,21.271000251173973
4082000,0.7238174,1.2865627,None,None,None
4083000,0.6877548,1.2861943,20.052000106079504,1476.0,20.05200032889843
4084000,0.7317427,1.2628211,21.019000116502866,1476.0,21.019000232219696
4085000,0.702109,1.2135344,None,None,None
4086000,0.73055255,1.2320778,22.06400010944344,1476.0,22.063999891281128
4087000,0.7090202,1.2574837,21.05400011735037,1476.0,21.05399975180626
4088000,0.7429189,1.2424519,None,None,None
4089000,0.6839332,1.2356433,21.210000115795992,1476.0,21.20999915152788
4090000,0.73119056,1.256933,19.9980001070071,1476.0,19.998000398278236
4091000,0.72618496,1.2582997,16.36400008201599,1221.0,16.364000290632248
4092000,0.78001696,1.2329246,None,None,None
4093000,0.61442775,1.283161,20.081000114092603,1469.0,20.080999836325645
4094000,0.79843414,1.2920668,21.100000106031075,1476.0,21.100000619888306
4095000,0.74558526,1.2382425,None,None,None
4096000,0.7495696,1.2460967,11.233500062255189,783.5,11.23350004851818
4097000,0.69851726,1.2484962,20.001000107848085,1466.0,20.001000128686428
4098000,0.7451918,1.2865427,None,None,None
4099000,0.7759822,1.2669683,21.163000108557753,1476.0,21.16300004720688
4100000,0.7522318,1.2543743,7.654000049340539,684.0,7.654000349342823
4101000,0.77024424,1.2857833,21.25300009700004,1464.0,21.25300059467554
4102000,0.7810607,1.2516615,None,None,None
4103000,0.77186143,1.245033,21.202000100398436,1476.0,21.202000364661217
4104000,0.6678258,1.2953155,21.151000111014582,1476.0,21.151000425219536
4105000,0.7834188,1.2714227,5.168000035104342,420.0,5.167999349534512
4106000,0.7312768,1.2724555,19.715000100783072,1357.0,19.71499989926815
4107000,0.7493105,1.2633029,10.032000055012759,749.0,10.032000087201595
4108000,0.75887513,1.2609797,12.766000069095753,965.0,12.765999600291252
4109000,0.7773134,1.2593324,None,None,None
4110000,0.7022611,1.2932605,21.169000112684444,1466.0,21.168999888002872
4111000,0.7400619,1.2852911,22.252000112552196,1476.0,22.252000004053116
4112000,0.71295017,1.2600963,None,None,None
4113000,0.7962865,1.2326035,21.132000109762885,1476.0,21.13200071454048
4114000,0.67781186,1.2707372,11.24450005783001,779.0,22.30800049006939
4115000,0.73497975,1.2701108,0.13900000462308526,59.0,0.15999984741210938
4116000,0.744875,1.2771832,22.20500011346303,1466.0,22.204999953508377
4117000,0.7546437,1.2539327,None,None,None
4118000,0.74055207,1.2852001,20.17000009911135,1476.0,20.17000024393201
4119000,0.70940435,1.2868626,21.251000107615255,1476.0,21.25100003182888
4120000,0.76180345,1.2739551,7.595000041066669,656.0,7.59500016272068
4121000,0.70247906,1.2714243,21.234000113094226,1475.0,21.23400056362152
4122000,0.80090225,1.2605326,None,None,None
4123000,0.7541042,1.2723119,22.077000107849017,1476.0,22.07700066268444
4124000,0.7567704,1.2300715,10.639000054972712,782.0,10.639000341296196
4125000,0.76283187,1.273166,None,None,None
4126000,0.7020138,1.2844558,10.64900005509844,766.0,10.64900005236268
4127000,0.76031935,1.2542048,10.637000055343378,762.0,10.637000298127532
4128000,0.7669739,1.2819065,None,None,None
4129000,0.7146304,1.2802517,21.103000115486793,1464.0,21.103000320494175
4130000,0.75286746,1.2433472,21.18600010755472,1476.0,21.185999885201454
4131000,0.76609135,1.2725617,None,None,None
4132000,0.7867525,1.2524712,22.23200011055451,1476.0,22.23199987411499
4133000,0.7613914,1.221312,21.030000098398887,1476.0,21.03000120818615
4134000,0.7202732,1.2588658,9.061000056215562,747.0,9.061000525951385
4135000,0.7893509,1.2757747,None,None,None
4136000,0.7449488,1.2093039,22.24300010758452,1467.0,22.243000492453575
4137000,0.7009593,1.2712141,22.21900011424441,1476.0,22.219000190496445
4138000,0.73317665,1.2333124,None,None,None
4139000,0.7296554,1.3101361,21.230000110459514,1476.0,21.230000287294388
4140000,0.73912627,1.2197664,21.113000104320236,1476.0,21.113000690937042
4141000,0.74490017,1.2827212,15.01300008886028,1068.0,15.012999668717384
4142000,0.70866346,1.2616628,13.820000072708353,1074.0,13.820000790059566
4143000,0.75194246,1.253911,None,None,None
4144000,0.749398,1.2309387,21.195000110194087,1465.0,21.194999560713768
4145000,0.7108465,1.320096,9.519000057363883,753.5,9.51899991184473
4146000,0.74292666,1.2503209,None,None,None
4147000,0.7252404,1.2794156,20.020000108983368,1461.0,20.019999706186354
4148000,0.6795376,1.2858583,20.99000010068994,1476.0,20.990001022815704
4149000,0.71910644,1.2846174,None,None,None
4150000,0.7431836,1.2940753,21.151000103796832,1476.0,21.150999762117863
4151000,0.73259515,1.2451959,21.174000109313056,1476.0,21.173999719321728
4152000,0.68544626,1.3091148,None,None,None
4153000,0.6954837,1.279449,21.11100011621602,1476.0,21.110999435186386
4154000,0.7664858,1.3000178,21.26600010751281,1476.0,21.26600021123886
4155000,0.7384381,1.2822099,None,None,None
4156000,0.71271026,1.2646611,21.09200009703636,1476.0,21.092000275850296
4157000,0.74989593,1.2491574,10.688000060676131,776.0,10.688000068068504
4158000,0.7201321,1.2952956,None,None,None
4159000,0.67235976,1.2733598,20.073000110452995,1465.0,20.073000252246857
4160000,0.6922026,1.2640274,10.231000063940883,819.0,10.230999983847141
4161000,0.7558933,1.254493,10.578000052424613,764.0,10.578000232577324
4162000,0.7119631,1.2488686,None,None,None
4163000,0.72851574,1.2830331,20.895000110031106,1472.0,20.895000472664833
4164000,0.77685845,1.259936,22.180000103195198,1476.0,22.17999939620495
4165000,0.7005445,1.2833703,None,None,None
