Steps,Policy/Extrinsic Value Estimate,Policy/Entropy,Environment/Cumulative Reward,Environment/Episode Length,Policy/Extrinsic Reward
4337000,1.1579499,1.0840456,4.535500029567629,384.5,4.535499855875969
4338000,1.3053436,1.0782093,21.04200012073852,1460.0,21.041999902576208
4339000,1.2621558,1.1184438,None,None,None
4340000,1.2394768,1.046778,21.244000109727494,1476.0,21.244000412523746
4341000,1.2284627,1.0571119,22.261000128113665,1476.0,22.26100020483136
4342000,1.2550781,1.098591,None,None,None
4343000,1.1646516,1.266611,21.28600011812523,1476.0,21.286000318825245
4344000,1.2845056,1.0116938,22.217000118107535,1476.0,22.217000052332878
4345000,1.2423447,1.134899,None,None,None
4346000,1.2271891,1.0633389,22.224000122747384,1476.0,22.22399953007698
4347000,1.2201431,1.1391133,22.125000112340786,1476.0,22.124999679625034
4348000,1.238471,1.0683122,None,None,None
4349000,1.2644165,1.168612,21.224000115180388,1476.0,21.223999693989754
4350000,1.2762736,1.0708929,10.734000060183462,786.0,10.734000287950039
4351000,1.2617481,1.1107936,None,None,None
4352000,1.2123212,1.1118647,15.164000086369924,1137.0,15.164000511169434
4353000,1.2841074,1.1448002,22.195000119274482,1472.0,22.195000052452087
4354000,1.2342252,1.1753012,8.948000056610908,678.0,8.948000065982342
4355000,1.2755252,1.1952523,4.522500034130644,369.5,4.522499285638332
4356000,1.254417,1.1735598,18.6220001000911,1246.0,18.621999993920326
4357000,1.1046052,1.113391,3.407666685137277,285.3333333333333,3.4076666310429573
4358000,1.2191701,1.0658553,None,None,None
4359000,1.2337277,1.0818652,11.198000062897336,801.0,11.19800030440092
4360000,1.2611569,1.0469432,21.200000118697062,1462.0,21.20000008121133
4361000,1.1639717,1.1675236,0.15100000356324017,92.0,0.15099996328353882
4362000,1.1743714,1.0959532,7.550666709702152,556.0,7.55066670725743
4363000,1.2195065,1.0924445,None,None,None
4364000,1.17302,1.1214508,8.912000047566835,749.5,8.912000127136707
4365000,1.3090286,1.1310339,22.310000121360645,1462.0,22.30999966710806
4366000,1.0902281,1.1136935,3.4243333572909855,294.6666666666667,3.4243332544962564
4367000,1.2990012,1.1351209,None,None,None
4368000,1.0956678,1.0164528,7.165000042722871,541.0,7.164999949435393
4369000,1.1595283,1.0706336,10.670000060228631,812.0,10.670000245794654
4370000,1.1063795,1.0172073,0.07000000157859176,66.0,0.07000017166137695
4371000,1.1786765,1.0945096,4.309666695150857,389.0,4.309666760265827
4372000,1.2565176,1.0216229,21.11400011437945,1469.0,21.11400031298399
4373000,1.2514805,1.1813245,None,None,None
4374000,1.1324503,1.0434234,22.260000128648244,1476.0,22.260000243782997
4375000,1.2267103,1.0319525,21.108000133302994,1476.0,21.108000352978706
4376000,1.0960364,1.0668628,2.3020000182635463,243.33333333333334,2.3020001550515494
4377000,1.2775152,1.0948718,22.375000113621354,1466.0,22.375000409781933
4378000,1.2676711,1.1601784,None,None,None
4379000,1.1383117,1.1714032,11.31750006612856,812.0,11.31750026345253
4380000,1.2719731,1.1430889,None,None,None
4381000,1.2299244,1.1736919,16.713000094343442,1135.5,16.71299944445491
4382000,1.2427092,1.1483556,3.7150000175461173,301.0,3.715000480413437
4383000,1.2293946,1.0650933,22.28300011495594,1462.0,22.282999850809574
4384000,1.276886,1.1264712,None,None,None
4385000,1.195648,1.1956904,8.667666712542996,602.3333333333334,8.667666589220365
4386000,1.2672048,1.0582058,None,None,None
4387000,1.2447624,1.089647,21.237000118824653,1473.0,21.23700101301074
4388000,1.2921946,1.110521,22.22900011856109,1476.0,22.229000598192215
4389000,1.1235974,1.0715283,4.509000031277537,394.0,4.508999936282635
4390000,1.2597158,1.0988485,22.22600011760369,1474.0,22.2260000705719
4391000,1.2706193,1.1826472,None,None,None
4392000,1.2825431,1.1646821,23.441000125021674,1476.0,23.440999791026115
4393000,1.0618094,1.1212711,5.948333371120195,481.3333333333333,5.948333320518334
4394000,1.2877698,1.1462064,None,None,None
4395000,1.2899113,1.1065143,17.764000111143105,1284.0,17.76399926841259
4396000,1.1735952,1.0930344,11.17650005593896,778.0,11.176500163972378
4397000,1.151345,1.0501896,8.156000048853457,597.0,8.155999884009361
4398000,1.2131804,1.1441003,7.743000048678368,621.0,7.742999643087387
4399000,1.2492106,1.0871418,21.224000119487755,1475.0,None
4400000,1.3183011,1.1526634,None,None,21.223999731242657
4401000,1.1409898,1.0060877,8.418000049617453,612.3333333333334,8.417999962965647
4402000,1.2190249,1.1479063,3.517250022123335,268.25,3.5172499790787697
4403000,1.1484013,1.0645847,5.693500035151374,438.0,5.693499803543091
4404000,1.2290146,1.1041374,None,None,None
4405000,1.2440501,1.0567893,9.925000054373717,710.0,11.745000205934048
4406000,1.2918035,1.0939596,None,None,6.285000443458557
4407000,1.2528968,1.157798,14.342500078782905,981.0,22.28500071167946
4408000,1.2468867,1.0769536,None,None,6.399999707937241
4409000,1.2476516,1.0989643,15.158000088646077,1113.0,15.158000394701958
4410000,1.2313457,1.2482778,12.51850006938912,881.5,12.51849965006113
4411000,1.2321173,1.1278193,None,None,None
4412000,1.1621643,1.035379,7.135333374608308,548.6666666666666,7.135332934558392
4413000,1.1404672,1.1407244,8.311500057054218,661.5,8.311499886214733
4414000,1.1766112,1.1916616,0.9020000115851872,154.0,0.9019999578595161
4415000,1.2327904,1.0966833,11.213000060408376,809.0,11.213000245392323
